"","titulo","texto"
"466","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","¿Me van a ayudar a empujar al elefante?"
"467","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","VOCES A CORO: ¡Sí!"
"468","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Entre todos. Y yo por eso voy a estar viniendo para ver si los programas están aplicándose y que cada vez sea mejor."
"469","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","Y voy a regresar cuando ya esté terminada la universidad que se está construyendo aquí en Calvillo, a la inauguración."
"470","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","Les decía que con el gobernador estamos trabajando en proyectos para la mejor utilización del agua, que es uno de los problemas que tenemos que resolver, que se pueda tecnificar todo el sistema hidráulico en Aguascalientes para darle mejor uso al agua y ya no estar perforando a mucha profundidad porque ya el agua que se saca de pozos muy profundos ya trae muchos elementos dañinos para la salud."
"471","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","Entonces, ya no podemos estar sobreexplotando los mantos acuíferos, tenemos que cuidar el medio ambiente porque es de nosotros y es también de los que vienen después de nosotros, nuestros hijos, nuestros nietos. Tenemos que cuidar nuestro medio ambiente, cuidar nuestra naturaleza, no destruir nuestro territorio. Nos estamos poniendo de acuerdo en esto con el gobernador y en otros programas."
"472","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","Y vamos a seguir, repito, visitando Calvillo. Me acompaña, no siempre lo hace, pero ahora quiso venir aquí a Calvillo, mi esposa, mi compañera, Beatriz Gutiérrez."
"473","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","¡Que vivan las mujeres!"
"474","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","¡Que vivan las mujeres y los hombres!"
"475","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","¡Que viva Calvillo!"
"476","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","¡Que viva Aguascalientes!"
"477","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","¡Viva México!"
"478","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","¡Viva México!"
"479","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","¡Viva México!"
"480","Versión estenográfica de la conferencia de prensa matutina del presidente Andrés Manuel López Obrador","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Buenos días."
"481","Versión estenográfica de la conferencia de prensa matutina del presidente Andrés Manuel López Obrador","Nos da mucho gusto estar en San Luis Potosí, en este estado con tanta tradición política, cultural. Llevamos a cabo la reunión de seguridad, acabamos de terminar esa reunión. Como se sabe, cuando es posible, se llevan a cabo estas reuniones en las entidades federativas, no sólo en Palacio Nacional, para revisar en el estado correspondiente lo que sucede en materia de seguridad pública."
"482","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Amigas, amigos, paisanas, paisanos:"
"483","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Me da mucho gusto estar aquí con ustedes en San Carlos. ¿A mí también me van a gritar?"
"484","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","VOCES A CORO: ¡No!"
"485","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR:  Bueno, vengo a visitarles para informarles sobre los avances del plan de gobierno para llevar a cabo la Cuarta Transformación de la vida pública de México."
"486","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Quiero aprovechar este momento para pedirles que analicemos las cosas y que podamos hacer la diferencia entre la politiquería, la grilla, y la tarea que tenemos todos de transformar a México, porque no hay que mezclar; ya cuando vengan las elecciones… porque hay quienes nada más están pensando en eso, en cómo se encaraman en los cargos públicos para sacar provecho personal, ya desde ahora empiezan con eso, pero ¿y dónde están los ideales?, ¿y dónde están los principios?, ¿y en dónde está el amor al pueblo?, ¿y dónde está la honestidad? Ya, al carajo los ambiciosos, los corruptos, y va parejo y aquí lo he dicho. "
"487","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Vine hace como 10 años, 15 años. Claro que aquí nací y conozco San Carlos desde hace mucho tiempo, pero en una ocasión vine hace como 10 años y estaban de aplaudidores de un candidato, ni me hacían caso a mí, un candidato a presidente municipal. Y ya saben cómo resultó ese presidente municipal, ¿verdad?"
"488","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Y lo mismo, ahí andan como 20, 30 candidatos a ser líderes del sindicato o de la sección del petróleo."
"489","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","¿Para qué?"
"490","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Para hacer lo mismo, creen que va a ser lo mismo, la venta de plazas. Ya eso se acabó, ya no se permite la corrupción, ahora es transformar a México y que lo que se ahorre por no permitir la corrupción, por no permitir la impunidad, todo ese dinero que antes se iba por el caño de la corrupción, que se lo robaban ahora regrese al pueblo. Esa es mi misión y eso es lo que estoy haciendo, porque a veces por la grilla, por la politiquería parece como si no estuviésemos haciendo nada."
"491","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Llevamos 14 meses y, a ver, yo les digo ¿no están recibiendo más del doble los adultos mayores en pensión?"
"492","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","VOCES A CORO: ¡Sí!"
"493","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: ¿Es lo mismo que antes?"
"494","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","VOCES A CORO: ¡No!"
"495","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: ¿No están recibiendo las niñas, los niños con discapacidad su pensión?"
"496","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","VOCES A CORO: ¡Sí!"
"497","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: ¿Saben cuántas becas estamos entregando?"
"498","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","INTERVENCIÓN: ¡Faltan!"
"499","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Claro que falta, pero ¿saben cuántas llevamos entregadas?"
"500","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Once millones de becas en todo el país."
"501","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","A ver, les pregunto ¿no todos los que estudian preparatoria tienen sus becas?"
"502","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","INTERVENCIÓN: ¡No!"
"503","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Ah, ¿cómo que no?, ¿cómo que no? La mentira es del demonio, es reaccionaria, conservadora; la verdad es revolucionaria."
"504","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","¿Están recibiendo, repito, sus becas los que estudian preparatoria?"
"505","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","VOCES A CORO: ¡Sí!"
"506","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Y vamos a seguir apoyando a los campesinos que les llegue su apoyo."
"507","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Y ya se está extendiendo a todo el país programa Sembrando Vida, ejidatarios, pequeños propietarios, comuneros. ¿No se está aplicando el programa Sembrando Vida? Faltan cosas, pero vamos avanzando."
"508","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Otra pregunta, porque ahí andan también maestros, ¿qué?, ¿no cumplí con el compromiso de que se iba a cancelar la mal llamada reforma educativa?"
"509","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","VOCES A CORO: ¡Sí!"
"510","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR:  Entonces, ¿es lo mismo?"
"511","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","VOCES A CORO: ¡No!"
"512","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: ¿Hay robadora arriba como era antes?"
"513","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","VOCES A CORO: ¡No!"
"514","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: ¿El presidente viaja en avión presidencial?, ¿el presidente tiene ocho mil elementos como era antes del Estado Mayor Presidencial para cuidarlo?"
"515","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","VOCES A CORO: ¡No!"
"516","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Entonces, vamos entendiendo que ya comenzó la transformación. Falta todavía y yo les aseguro que vamos a transformar a México, pero lo único que quiero es que piensen en eso, no en la grilla, no en el individualismo, no hay que ser egoísta, es amor al prójimo."
"517","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Porque me dicen algunos: ‘Es que todavía no me han atendido’. A ti en lo personal, que traes tu escrito, pero lo primero es el pueblo, primero la colectividad, primero la mayoría, atender a todos, a escuchar a todos, pero darle preferencia a la gente humilde. Por el bien de todos, primero los pobres."
"518","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Me da mucho gusto estar aquí en San Carlos, aquí muy cerca…"
"519","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","INTERVENCIÓN: (Inaudible)"
"520","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Miren, ahí está, ahí están los gritos. ¿Qué ganamos con eso?, ¿van a seguir gritándole al presidente municipal?"
"521","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","VOCES A CORO: ¡Sí!"
"522","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Pues yo no estoy de acuerdo. No voy a hablar, ya saben que yo soy terco, hasta que escuchen."
"523","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Me dio mucho gusto estar aquí con ustedes. Ya no voy a poder seguir hablando, porque así no se puede. No quiero politiquería, no quiero grilla. ¿Me van a escuchar?"
"524","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Quiero decirles que…"
"525","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","INTERVENCIÓN: (Inaudible)"
"526","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: No, es que no debe ser así, a la autoridad se le tiene que respetar."
"527","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","INTERVENCIÓN: ¡Pues que respete el señor!"
"528","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","INTERVENCIÓN: (Inaudible)"
"529","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","¿Y qué dijeron algunos?, porque ni siquiera es la mayoría, es nada más algunos que andan buscando el mismo cargo de Villalpando. Dijeron: ‘Va a venir Andrés Manuel y ahora le vamos a pasar toda la cuenta a Villalpando’. ¿Ustedes creen que eso ayuda?"
"530","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","No, vengo a decirles que vamos a invertir más en todos los pueblos de esta región, pero que se haga a un lado la politiquería, la grilla. Vamos a trabajar en bien del pueblo, en bien de las comunidades."
"531","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Les comento que me acompaña Román Meyer que va a llevar a cabo un plan de desarrollo para que se mejoren las condiciones de todos los pueblos de esta región, que no falte el agua; que, si es necesario, hacer un acueducto y traer el agua del río Tepetitán para que no falte el agua aquí, en San Carlos. Ese es mi compromiso."
"532","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Y desde luego, el agua con la potabilizadora, porque ahora que llegué, la maestra Minerva, que es de las fundadoras de este movimiento, ya no pudo venir porque está anciana, ya mayor de edad, bueno, me dijo: ‘Llevamos ya muchos años sin agua aquí en San Carlos, tenemos que traer agua, traen agua con pipa’. Eso lo vamos a resolver, eso era lo que me importaba decirles y ese es mi compromiso, que se tenga agua en San Carlos."
"533","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Otro compromiso que quiero hacer con ustedes. Va a volver el hospital a ser de IMSS-Bienestar, el hospital de San Carlos, se va a rehabilitar. Ese hospital yo lo gestioné cuando fui director del INI hace 40 años. Lo vamos a rehabilitar, y va a tener médico y va a tener especialistas, y no le van a faltar medicinas y va a ser atención médica y medicamentos gratuitos para toda la gente."
"534","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","También decirles, porque no me gustó, y mi pecho no es bodega, siempre digo lo que pienso, saben que se decidió que las deudas anteriores por las resistencias quedaran saldadas, ¿o no fue cierto así?"
"535","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","VOCES A CORO: ¡No!"
"536","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Ah, ¿cómo no?, ¿qué?, ¿pagaron lo anterior? No. A ver, a ver, a ver, vamos analizando."
"537","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","INTERVENCIÓN: (Inaudible)"
"538","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: No, no, no. Si no es que va a ser a gritos y a sombrerazos, no; aquí es la cabeza, aunque se tenga el corazón caliente, pero la cabeza fría. A ver, ¿no hubo borrón y cuenta nueva?"
"539","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","A ver, que levanten la mano los que digan que no hubo borrón y cuenta nueva. Ahí está."
"540","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Que levanten la mano los que sostienen que sí hubo borrón y cuenta nueva. La mayoría."
"541","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Bueno, con decirles que hasta lo tuve que padecer porque en otras partes del país me decían: ‘Como es usted de Tabasco, allá sí hubo borrón y cuenta nueva y acá no’. Y ahora ustedes mismos, mis paisanos, me dicen que no."
"542","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","¿Hubo borrón y cuenta nueva? Vuelvo a preguntar."
"543","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","A lo mejor algunos no, pero la mayoría sí y va a venir Manuel Bartlett, director de la Comisión Federal de Electricidad para bajar la tarifa para que haya una tarifa justa para todos los tabasqueños."
"544","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Vamos también a que se mejore la situación en las escuelas. Va a tener cada escuela su presupuesto, cada escuela va a recibir en cada ciclo escolar, cada año su presupuesto para mantenimiento. Si es una escuela pequeña de cinco a 50 alumnos, 150 mil pesos; si es de 50 alumnos a 150 alumnos, 200 mil pesos; si es de 150 alumnos hacia adelante, 500 mil pesos."
"545","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Va a llegar de manera directa a la sociedad de padres de familia, se llama el programa La Escuela es Nuestra, desde la Tesorería de la Federación va a llegar el cheque a la escuela, a la sociedad de padres y madres de familias. Lo único que estamos recomendando es que el tesorero de esa sociedad sea mujer, porque las mujeres son más honradas que los hombres; y al que no le guste, que se vaya a volar en el avión presidencial, que ya lo vamos a rifar."
"546","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Todo esto se va a llevar a cabo, ya hay muchas cosas que se iniciaron. Lleva tiempo, lleva trabajo e implementando la nueva estrategia, porque antes el gobierno no estaba hecho, no estaba preparado para servir al pueblo, para beneficiar al pueblo, el gobierno era un comité al servicio de una minoría rapaz, el gobierno estaba hecho para facilitar el saqueo, para robar, así estaba estructurado el gobierno."
"547","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Ahora estamos cambiando para que el gobierno esté realmente al servicio del pueblo. Gobierno del pueblo, para el pueblo y con el pueblo. Y esto no crean que es fácil, no son tamalitos de chipilín, porque los de arriba, que eran los que sacaban provecho, están molestos; porque los de arriba no pagaban impuestos, pagaba impuesto el pueblo raso, pagaba impuesto el campesino, el obrero, el maestro, el trabajador, el pequeño y mediano comerciante, el pequeño y mediano empresario, pero los de mero arriba no pagaban impuestos, se les condonaban los impuestos."
"548","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Y había muchas facilidades para la corrupción, con decirles que la corrupción no era considerada como delito grave, porque desde hace 25 años, desde el gobierno de Salinas, se modificó el Código Penal para que la corrupción no fuese delito grave, y el que robaba podía salir bajo fianza."
"549","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Ahora ya se modificó la Constitución, ya no condonación de impuestos y la corrupción es delito grave, el que roba va a la cárcel sin derecho a fianza. Esto no les gusta desde luego a los que se sentían dueños de México y por eso mucha crítica, muchos ataques, pero no llegamos después de tanto tiempo de lucha a hacer lo mismo, no es más de lo mismo, es cambio de régimen. Se va a acabar con la corrupción y se va a acabar con la impunidad. Me canso ganso. Nada más que lo tenemos que hacer entre todos."
"550","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Y repito, nada de grilla, nada de politiquería, nada de estar apoyando a esos candidatos que no tienen principios, que no tienen ideales, que no tienen sentimientos, que no quieren al pueblo y no dejarse manipular."
"551","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Ya pasó ese tiempo de la borregada. Nada de que: ‘¿A dónde voy?’, cada ciudadano tiene que tener su propio criterio y no dejarse manipular por ningún ambicioso."
"552","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Vamos a buscar la transformación de Tabasco y la transformación de México con el apoyo del pueblo."
"553","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Les pregunto: ¿me van a ayudar?, ¿me van a seguir apoyando para sacar adelante a México?"
"554","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Es muy sencillo de explicar, es un símil. Nos dejaron un toro viejo, echado, reumático, mañoso y corrupto, y lo tenemos que parar y tiene que caminar, lo tenemos que empujar para que camine, pero va tener que caminar."
"555","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","¿Sí me van a ayudar a empujar al toro para que camine?"
"556","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","VOCES A CORO: ¡Sí!"
"557","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Eso es todo, paisanas, paisanos."
"558","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Voy a regresar, no a poner la primera piedra, no, a inaugurar el sistema de agua en San Carlos y el hospital."
"559","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Y voy a ir también a otras comunidades, a otros pueblos, voy a seguir visitando todos los pueblos de México, no voy a estar todo el tiempo en Palacio Nacional. Estoy acostumbrado a recorrer el país a ras de tierra y así vamos a continuar, escuchando los sentimientos del pueblo y también orientando al pueblo, porque mi labor es de concientización, de orientación, hay que predicar para que se pueda transformar a México."
"560","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","Me dio mucho gusto estar aquí en mi tierra, en mi agua, aquí en San Carlos, en Epigmenio Antonio, en Benito Juárez."
"561","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","¡Que viva San Carlos!"
"562","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","¡Que viva Tepetitán!"
"563","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","¡Que viva Macuspana!"
"564","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","¡Que viva Tabasco!"
"565","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","¡Viva México!"
"566","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","¡Viva México!"
"567","Versión estenográfica. Programa de Mejoramiento Urbano y Diálogo con pueblos indígenas, en Macuspana, Tabasco","¡Viva México!"
"568","Versión estenográfica. Programa de Mejoramiento Urbano, en Centla, Tabasco","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Amigas y amigos, paisanas, paisanos:"
"569","Versión estenográfica. Programa de Mejoramiento Urbano, en Centla, Tabasco","Llegamos tarde, pero llegamos. Nos pararon en todo el camino, querían que nos bajáramos y que hiciera actos, y ya saben ustedes cómo hay celos y sentimientos: ‘¿Y por qué a Guerrero y por qué no Allende?, ¿y por qué no a Cuauhtémoc y por qué no a Sarlat?, ¿y por qué no a Gobernador Cruz y por qué no a otros pueblos?, pero aquí estamos, en la Villa Vicente Guerrero."
"570","Versión estenográfica. Programa de Mejoramiento Urbano, en Centla, Tabasco","Y voy a estar en otros pueblos, en Cuauhtémoc. Y de una vez les digo: antes de Cuauhtémoc, voy a ir a Sarlat, y vamos a visitar todos los pueblos, nada más que son muchos. Saben que son cerca de dos mil 500 municipios en el país, tengo la dicha enorme de conocerlos todos y los he visitado más de una vez; pero ya cuando se trata de comunidades, de pueblos, de villas ¿saben cuántas son el país? Doscientas setenta mil localidades."
"571","Versión estenográfica. Programa de Mejoramiento Urbano, en Centla, Tabasco","Entonces, sí camino y estoy recorriendo el país como siempre, a ras de tierra, porque ya saben que está prohibido usar aviones, helicópteros privados, ya se va a rifar el avión presidencial."
"572","Versión estenográfica. Programa de Mejoramiento Urbano, en Centla, Tabasco","Y vengo a decirles que vamos a seguir avanzando, aunque no vaya pueblo por pueblo, a todos les va a llegar el apoyo, a todos los pueblos; y les va a llegar el apoyo de manera preferente a la gente humilde, a la gente pobre de México, esté o no esté, en los pueblos, pero va a estar llegando el apoyo para los adultos mayores, todos van a tener pensión, ya más de ocho millones de adultos mayores en el país están recibiendo su pensión."
"573","Versión estenográfica. Programa de Mejoramiento Urbano, en Centla, Tabasco","Antes recibían ese apoyo tres millones 500 mil adultos mayores, tres millones 500 mil, y recibían, hasta el 2018, mil 160 pesos bimestrales; ahora están recibiendo ese apoyo más de ocho millones de adultos mayores y están recibiendo dos mil 670 pesos bimestrales."
"574","Versión estenográfica. Programa de Mejoramiento Urbano, en Centla, Tabasco","Y aunque sean comunidades que yo no visite, pero si hay una niña, un niño pobre con discapacidad, ese niño o esa niña va a recibir también su pensión igual que los adultos mayores."
"575","Versión estenográfica. Programa de Mejoramiento Urbano, en Centla, Tabasco","Y lo mismo las becas para prescolar, para primaria, para secundaria; y todos los que estudian preparatoria, Colegio de Bachilleres, nivel medio superior su beca, cuatro millones 500 mil estudiantes de preparatoria están recibiendo becas para que no abandonen la escuela."
"576","Versión estenográfica. Programa de Mejoramiento Urbano, en Centla, Tabasco","Les doy un dato, paisanos. El año pasado eran tres millones 900 estudiantes que recibían su beca, nada más de nivel medio superior, tres 900; y aumentó la matricula a cuatro millones 500 mil, es decir, 600 mil más se inscribieron o dejaron de abandonar la escuela, 600 mil jóvenes. Ese es el propósito, que los jóvenes, sobre todo en ese nivel de escolaridad, que es el nivel de la adolescencia, muy riesgosa, que permanezcan en la escuela. Es mucho mejor, mil veces mejor tener a los jóvenes estudiando que tenerlos en la calle. Ese es el propósito de estas becas."
"577","Versión estenográfica. Programa de Mejoramiento Urbano, en Centla, Tabasco","Y lo mismo nivel superior, 300 mil becas, 300 mil jóvenes que están estudiando en el nivel universitario de familias de escasos recursos económicos están recibiendo dos mil 400 pesos mensuales para que terminen sus carreras."
